evolution$generation,evolution$evaluated,weightDensity,weightCenter,weightRoad,objective$TEDensCentre,objective$TECentreDens,objective$TEDensRoad,objective$TERoadDens,objective$TECentrRoad,objective$TERoadCentr,evolution$samples,evolution$generated,globalDensity,tTEDensCentre,TERoadDens,TECentrRoad,tTEDensRoad,centerNumber,rawTEDensRoad,rawTERoadDens,tTERoadDens,tTECentrRoad,rawTERoadCentr,seed,weightDensity,TEDensCentre,weightCenter,tTERoadCentr,weightRoad,rawTECentreDens,networkSpeed,rawTECentrRoad,localDensity,TERoadCentr,tTECentreDens,TEDensRoad,TECentreDens,rawTEDensCentre
70,70,0.18623695771477766,0.7418087609311006,0.37819493594677867,0.031025616098555406,0.03645842861920336,0.03233968645343963,0.04352955967535735,0.06937437708564555,0.05164784770779743,1,33,"[0.24261083743842365]","[9.968857367138442]","[0.04352955967535735]","[0.06937437708564555]","[8.018096208674008]","[1]","[0.031674926463096]","[0.04332401815290643]","[13.214678523186917]","[51.224488585430684]","[0.05164253701648791]","[-614581799]","[0.18623695771477766]","[0.031025616098555406]","[0.7418087609311006]","[37.87393036020465]","[0.37819493594677867]","[0.03621667660116046]","[1.3737788141237326]","[0.069476401927683]","[0.3977869348292064]","[0.05164784770779743]","[10.619601855645444]","[0.03233968645343963]","[0.03645842861920336]","[0.031043837568475174]"
70,70,0.44257194291423974,0.535329107318178,0.18564883861788925,0.018924171381304863,0.020800908072430086,0.021527119579548934,0.027978281402693046,0.10243078107939578,0.09998409088206005,1,62,"[0.0782967032967033]","[9.7203240328431]","[0.027978281402693046]","[0.10243078107939578]","[8.908323398364733]","[1]","[0.02184226327987937]","[0.02817727215549204]","[10.29075702080713]","[86.89610462266123]","[0.09983530519557005]","[393034406]","[0.44257194291423974]","[0.018924171381304863]","[0.535329107318178]","[70.92771017951736]","[0.18564883861788925]","[0.02156489764145242]","[1.459716041797781]","[0.10200567428386109]","[0.09834323302580156]","[0.09998409088206005]","[8.64070540573514]","[0.021527119579548934]","[0.020800908072430086]","[0.01903141416220655]"
70,70,0.4155444299764467,0.5358837070488973,0.1705887869123343,0.015655644592825896,0.027521051146338134,0.018198587022663738,0.02976620410908788,0.11751681445616716,0.12105414334113634,1,41,"[0.07346938775510205]","[8.697895922448097]","[0.02976620410908788]","[0.11751681445616716]","[8.496870788309005]","[1]","[0.017991722904415086]","[0.02925364797845975]","[14.239878365051677]","[87.22383106010835]","[0.12107242499338877]","[-1405807730]","[0.4155444299764467]","[0.015655644592825896]","[0.5358837070488973]","[93.22916519314778]","[0.1705887869123343]","[0.02703417150722265]","[1.2914135988058755]","[0.11764334680908273]","[0.08633475213952864]","[0.12105414334113634]","[11.188836461821609]","[0.018198587022663738]","[0.027521051146338134]","[0.015617879562679127]"
70,70,0.9386366406111926,0.478434870034207,0.6606911988063042,0.01316328642752326,0.026046230761664457,0.01485623242100275,0.0343486970070801,0.15478636755561698,0.1337699255735968,2,12,"[0.061785714285714284,0.0649056603773585]","[6.121936392837519,6.315424115460477]","[0.043407498380741656,0.025289895633418536]","[0.14527827575353225,0.1642944593577017]","[9.154667522510785,6.983761041576822]","[1,1]","[0.014883271542419862,0.015075571763737194]","[0.04376412769170446,0.025319032396525776]","[17.588521291186712,10.427067297084886]","[108.69412026387911,133.44732445718898]","[0.1468882808772325,0.12025978791106562]","[-324829504,1729709067]","[0.9386366406111926,0.9386366406111926]","[0.01244595319157217,0.013880619663474349]","[0.478434870034207,0.478434870034207]","[102.23240219603346,83.92992473636113]","[0.6606911988063042,0.6606911988063042]","[0.030020156486040728,0.022423990768145607]","[1.4619942690634704,1.352369492755848]","[0.14537166322235562,0.16457787113013844]","[0.06658151974641555,0.06349205294279607]","[0.14716527359063386,0.12037457755655974]","[16.52294652168937,11.122579302431399]","[0.015038982765290986,0.014673482076714515]","[0.02990705357710889,0.022185407946220023]","[0.01250140218988749,0.013655166629972015]"
70,70,0.2701011218695098,0.7418087609311006,0.37819493594677867,0.019493543911617596,0.037731587141894785,0.02010418677288672,0.04174190396350867,0.10167456640831952,0.09751441652239456,1,24,"[0.18]","[7.395644209331212]","[0.04174190396350867]","[0.10167456640831952]","[7.052423104620768]","[1]","[0.020185650323011117]","[0.04095369106900093]","[11.92680375775417]","[80.0853333216516]","[0.09760663674516179]","[2095386679]","[0.2701011218695098]","[0.019493543911617596]","[0.7418087609311006]","[69.39649902343788]","[0.37819493594677867]","[0.03778888554846094]","[1.4334064725216922]","[0.10147387480548087]","[0.24283837311185086]","[0.09751441652239456]","[10.635086953738735]","[0.02010418677288672]","[0.037731587141894785]","[0.019834886792211126]"
70,70,0.828425244926659,0.3758674350391359,0.40511166732980447,0.014955736828338671,0.02347302699048627,0.011846549345228276,0.0322422602683528,0.13083313754337675,0.13772340617872955,1,28,"[0.04588431590656285]","[8.187539782274253]","[0.0322422602683528]","[0.13083313754337675]","[6.125642458926473]","[1]","[0.011610937870618177]","[0.032407547231241285]","[16.00705009522787]","[94.08580506557617]","[0.137680592749174]","[-606819848]","[0.828425244926659]","[0.014955736828338671]","[0.3758674350391359]","[97.09142062687863]","[0.40511166732980447]","[0.023403610532851893]","[1.3611983929521534]","[0.13088072568968845]","[0.05921634167381894]","[0.13772340617872955]","[11.998096983685281]","[0.011846549345228276]","[0.02347302699048627]","[0.015490172844234484]"
70,70,0.13806357402881286,0.3094410522837653,0.4271525421401542,0.029864063533487414,0.033063306460570006,0.018275712421316776,0.03605200420473922,0.10944280262038167,0.09200890865821852,1,69,"[0.19827586206896552]","[9.834947694970293]","[0.03605200420473922]","[0.10944280262038167]","[6.3064574144820345]","[1]","[0.0185503916891141]","[0.03635699428193462]","[12.168136375178497]","[70.69292909733787]","[0.09195097134145924]","[833179707]","[0.13806357402881286]","[0.029864063533487414]","[0.3094410522837653]","[73.95595112295861]","[0.4271525421401542]","[0.03361324189308723]","[1.517911813388901]","[0.10958287838518399]","[0.28753332495967654]","[0.09200890865821852]","[10.407688744529253]","[0.018275712421316776]","[0.033063306460570006]","[0.02916976775044766]"
70,70,0.17141100721894967,0.4960367228662709,0.2980843155536382,0.023657148709505194,0.033932178203868124,0.02195659168302267,0.03610209527201166,0.10091970974383016,0.0855814265141163,2,3,"[0.17793964620187305,0.22024471635150167]","[8.785977744088354,6.8733532363318455]","[0.02140829838163956,0.050795892162383754]","[0.09272391018152779,0.10911550930613252]","[7.973437046490254,6.265304057038261]","[1,1]","[0.02397436356492899,0.0198820169783116]","[0.021547840205756952,0.05095641932303696]","[7.604879402635151,18.762395165473933]","[69.05565754073955,62.958423078821674]","[0.07985612164788347,0.09137740280422268]","[-713004247,-2136064552]","[0.17141100721894967,0.17141100721894967]","[0.027029793353957388,0.020284504065052996]","[0.4960367228662709,0.4960367228662709]","[56.06262007214688,60.54685585946686]","[0.2980843155536382,0.2980843155536382]","[0.028689923198111478,0.03978250930708982]","[1.326536248993126,1.4137278563881321]","[0.09274317526162523,0.10886467755972817]","[0.243237667523317,0.2718950027929826]","[0.07998426277386483,0.09117859025436774]","[8.499905611846332,11.656648688182408]","[0.023810558723561158,0.02010262464248418]","[0.028213744839240808,0.03965061156849545]","[0.026819743182973976,0.019857752655832117]"
70,70,0.4960614640599279,0.5454124764475312,0.40766227591682364,0.01604120678893302,0.027686516854029664,0.012201672691336833,0.042659066474582334,0.10429497470525265,0.10639024947584763,1,46,"[0.0880952380952381]","[7.390979172351988]","[0.042659066474582334]","[0.10429497470525265]","[5.793381741011936]","[1]","[0.012238878439422507]","[0.04228925244329518]","[18.38275952605137]","[78.43078003816188]","[0.1064643857599743]","[-1753885606]","[0.4960614640599279]","[0.01604120678893302]","[0.5454124764475312]","[80.39192592004432]","[0.40766227591682364]","[0.027706252709139845]","[1.3554953163213899]","[0.1043167671654246]","[0.09084927743817695]","[0.10639024947584763]","[13.849825596267065]","[0.012201672691336833]","[0.027686516854029664]","[0.016122249426185897]"
70,70,0.9670001929437575,0.3758674350391359,0.40511166732980447,0.011198600565355961,0.02441698542293065,0.014146908559243394,0.03191378440879434,0.12051556628657027,0.10798151053253055,2,0,"[0.050535077288941736,0.064]","[6.4431991008338665,4.906421832019631]","[0.03886204472353291,0.02496552409405577]","[0.1255203985422808,0.11551073403085974]","[7.874958205816652,8.02668485968415]","[1,1]","[0.0133235040295836,0.015503852472576352]","[0.038817582033842335,0.024688874108425907]","[18.972085691118355,12.100024081894414]","[86.77190317001748,94.73767410844633]","[0.10493849488217544,0.11105441080560352]","[213821838,488105973]","[0.9670001929437575,0.9670001929437575]","[0.011843044756955941,0.010554156373755981]","[0.3758674350391359,0.3758674350391359]","[76.18164365238202,88.2427047305436]","[0.40511166732980447,0.40511166732980447]","[0.027447424615943294,0.021329489896265708]","[1.3623939848078608,1.3013802819944311]","[0.12573419047269851,0.11520455902353244]","[0.058696718725784316,0.06970784162308365]","[0.10507867728584185,0.11088434377921924]","[12.546603137258286,11.318567945607557]","[0.012708359182811164,0.015585457935675624]","[0.027485074781951585,0.02134889606390972]","[0.012366253050275278,0.010392843726703571]"
70,70,0.6989016540942299,0.35616494087748246,0.6309921774198244,0.01666067194719085,0.021213016459308134,0.0176455636841956,0.027386974834465463,0.11927664260918248,0.14698170167377245,1,17,"[0.06799572801708793]","[8.092860585692105]","[0.027386974834465463]","[0.11927664260918248]","[8.253861600394222]","[1]","[0.017736053078640124]","[0.02772215927879529]","[12.12434366825111]","[104.9629154150369]","[0.14653076028296264]","[1131408052]","[0.6989016540942299]","[0.01666067194719085]","[0.35616494087748246]","[106.92828434299977]","[0.6309921774198244]","[0.020803168594095256]","[1.319762845593927]","[0.11905578934858307]","[0.07663410048814617]","[0.14698170167377245]","[8.57228615195141]","[0.0176455636841956]","[0.021213016459308134]","[0.0167320344134958]"
70,70,1.0,0.30368366351044623,0.3428263301314128,0.017664459940711953,0.012558295237083406,0.01954846933878103,0.01741946441207501,0.15327807999200582,0.1804315784909525,1,60,"[0.0551617873651772]","[11.219129223291235]","[0.01741946441207501]","[0.15327807999200582]","[9.273702596119103]","[1]","[0.019539993887721874]","[0.017274845996267496]","[8.366095982779715]","[103.91722211745761]","[0.1804046136112225]","[-2125429837]","[1.0]","[0.017664459940711953]","[0.30368366351044623]","[141.67554814941215]","[0.3428263301314128]","[0.012802179549171733]","[1.3522271604954152]","[0.15342738026945524]","[0.07798147681522083]","[0.1804315784909525]","[6.252478102354513]","[0.01954846933878103]","[0.012558295237083406]","[0.01828752723048277]"
70,70,0.9090875873964359,0.39768766910266007,0.7038450906023999,0.014179248230532359,0.02679588001692639,0.0169626206875565,0.03486464718019719,0.11071436932826101,0.08449446520210346,1,27,"[0.06540697674418605]","[8.039526699590452]","[0.03486464718019719]","[0.11071436932826101]","[8.12133967876678]","[1]","[0.01704723570820632]","[0.034523880820158226]","[19.558528077708377]","[83.53628350162607]","[0.0845108522125364]","[1887419221]","[0.9090875873964359]","[0.014179248230532359]","[0.39768766910266007]","[67.39797546173669]","[0.7038450906023999]","[0.026344840244096]","[1.4051582248058672]","[0.1106537433767103]","[0.06497218616292738]","[0.08449446520210346]","[13.741993302249641]","[0.0169626206875565]","[0.02679588001692639]","[0.013725608027500558]"
70,70,0.24656750431876776,0.565225410258083,0.01,0.028147397140614497,0.037572424050475846,0.017073768050806282,0.017292141008905394,0.11754172001595739,0.0874257391168001,1,48,"[0.12280701754385964]","[9.0015602521611]","[0.017292141008905394]","[0.11754172001595739]","[7.131512589608273]","[1]","[0.017746390571087733]","[0.016555515517942654]","[5.907575062134521]","[74.7500570316317]","[0.08732284964559622]","[-1352462131]","[0.24656750431876776]","[0.028147397140614497]","[0.565225410258083]","[64.48830838656612]","[0.01]","[0.03777959113704665]","[1.4583405586384268]","[0.11717384733214975]","[0.19185860593527854]","[0.0874257391168001]","[12.355667809552273]","[0.017073768050806282]","[0.037572424050475846]","[0.028163026263879676]"
70,70,0.833592368706416,0.3758674350391359,0.40511166732980447,0.014244544525569043,0.017140689886669693,0.017082090227899596,0.021931366216005322,0.13851172314074026,0.1355878408892472,1,13,"[0.05454545454545454]","[6.189475345717437]","[0.021931366216005322]","[0.13851172314074026]","[8.205612966497654]","[1]","[0.016866608667146066]","[0.02167153199137739]","[9.98193290353406]","[100.19147501224569]","[0.13527802699570435]","[-488298992]","[0.833592368706416]","[0.014244544525569043]","[0.3758674350391359]","[97.26133640861617]","[0.40511166732980447]","[0.01737845881453759]","[1.315166085485419]","[0.13847601937538823]","[0.07018207670237449]","[0.1355878408892472]","[8.673903281715793]","[0.017082090227899596]","[0.017140689886669693]","[0.014751973728821977]"
70,70,1.0,0.01,0.3653707100331826,0.01076794459269564,0.03421819453231728,0.01573887680735405,0.04568625849198739,0.12765684391210994,0.131997610020074,2,39,"[0.054705882352941174,0.043557642149191445]","[6.31780865633258,5.957008542942218]","[0.04480872133197984,0.046563795651994935]","[0.13157636317154076,0.12373732465267913]","[10.983561844475595,6.889000140457333]","[1,1]","[0.01892372210748805,0.012793422162805212]","[0.045022842936371266,0.04652802839053738]","[25.20696957938993,22.42363252519216]","[117.68914318114834,79.63894632062926]","[0.1271679117079505,0.13623757497057531]","[1193268847,298720682]","[1.0,1.0]","[0.011996946958774282,0.009538942226616998]","[0.01,0.01]","[98.76405015901769,119.26271936679669]","[0.3653707100331826,0.3653707100331826]","[0.03104145008361847,0.03714289260058212]","[1.9240948600176198,1.8939341311340836]","[0.13164179076598725,0.1237918428124758]","[0.06869056386708032,0.07139604143068345]","[0.1274356524267599,0.13655956761338814]","[20.207581653038293,20.658606118706956]","[0.018669509173795985,0.012808244440912117]","[0.031245706913532945,0.03719068215110161]","[0.011780452335549363,0.009726344370448503]"
70,70,0.6171012973415028,0.5355015961567219,0.04316225076828946,0.01502994036367729,0.01503297771069819,0.01904260997283007,0.02221380288915704,0.11473941449475168,0.11423806125428425,1,58,"[0.051488095238095236]","[6.914425872547202]","[0.02221380288915704]","[0.11473941449475168]","[10.018744636580573]","[1]","[0.01886873071665307]","[0.022098842156893728]","[11.708102850589068]","[83.01755292911598]","[0.11405497652035623]","[-1779625464]","[0.6171012973415028]","[0.01502994036367729]","[0.5355015961567219]","[87.02187590409797]","[0.04316225076828946]","[0.015461633186229617]","[1.474956989978899]","[0.11453589885046922]","[0.0652284629029304]","[0.11423806125428425]","[6.711416657310674]","[0.01904260997283007]","[0.01503297771069819]","[0.014665129413277134]"
70,70,0.01,0.7207021505449154,0.01,0.05533212932055663,0.023937142281361234,0.07405003327471363,0.027464017572310036,0.10589149418883953,0.09725468330817677,1,51,"[0.34415584415584416]","[13.1148375671022]","[0.027464017572310036]","[0.10589149418883953]","[20.70748813990323]","[1]","[0.07346609240616964]","[0.02696577668472422]","[6.56534247586061]","[75.38457584356138]","[0.09738131962889462]","[-962513990]","[0.01]","[0.05533212932055663]","[0.7207021505449154]","[70.83618497382156]","[0.01]","[0.02278745400356419]","[1.563430724148124]","[0.10609139855880656]","[0.38974059432371105]","[0.09725468330817677]","[6.494404769368523]","[0.07405003327471363]","[0.023937142281361234]","[0.05448158126623581]"
70,70,0.7498348162880044,0.3736568215909528,0.4804641666997031,0.01599132063885305,0.025475458740770947,0.018135276651998954,0.023432171744222165,0.1307830321959877,0.1487849749313319,1,66,"[0.07008086253369272]","[6.645335835388127]","[0.023432171744222165]","[0.1307830321959877]","[7.931155246116861]","[1]","[0.017914877652611683]","[0.022978026594723255]","[10.244027398701002]","[95.11390870605986]","[0.14883447598733257]","[-1958911800]","[0.7498348162880044]","[0.01599132063885305]","[0.3736568215909528]","[107.7589745091906]","[0.4804641666997031]","[0.025142565812650952]","[1.3753858860776416]","[0.13078258923315422]","[0.07401624493058861]","[0.1487849749313319]","[12.516052488226192]","[0.018135276651998954]","[0.025475458740770947]","[0.016063886465512933]"
70,70,0.833592368706416,0.2504329774837396,0.40511166732980447,0.012195217850127902,0.03158001682536938,0.019506711040735234,0.03963655737627783,0.13095200598980622,0.13296545919730401,1,40,"[0.05134408602150538]","[6.431556555009331]","[0.03963655737627783]","[0.13095200598980622]","[9.005591238104483]","[1]","[0.018927141509698098]","[0.040175072938718026]","[21.240880216281653]","[89.72213831132858]","[0.13294210493017933]","[743463690]","[0.833592368706416]","[0.012195217850127902]","[0.2504329774837396]","[92.48245575683552]","[0.40511166732980447]","[0.03144603760300657]","[1.3985318137912317]","[0.1308696858743672]","[0.07118062136641763]","[0.13296545919730401]","[14.032275458055414]","[0.019506711040735234]","[0.03158001682536938]","[0.012070595311991061]"
70,70,0.3692892855866339,0.7665671047656838,0.27997124234129483,0.021713641398334153,0.028694157591442435,0.022268245196118676,0.030706776146227882,0.09930020475489469,0.1154290164494777,1,56,"[0.129375]","[8.097820930952874]","[0.030706776146227882]","[0.09930020475489469]","[9.573597768564195]","[1]","[0.02268310753411895]","[0.030467218548319908]","[12.607561586308314]","[69.18265257692838]","[0.11533706189436588]","[-1472142225]","[0.3692892855866339]","[0.021713641398334153]","[0.7665671047656838]","[84.55623076467634]","[0.27997124234129483]","[0.028854651095014283]","[1.3087381471747075]","[0.09908862562021836]","[0.16601204342145848]","[0.1154290164494777]","[12.789226361092819]","[0.022268245196118676]","[0.028694157591442435]","[0.021130850503124465]"
70,70,0.6197825821167036,0.5990061234915406,0.8539404562683556,0.020791635242077926,0.03887254992883559,0.023161555393616293,0.04393836589259032,0.12923478739765462,0.12819140783726976,1,36,"[0.09517045454545454]","[8.466261630485038]","[0.04393836589259032]","[0.12923478739765462]","[7.980250040963887]","[1]","[0.023057633294878643]","[0.04381441360450955]","[23.10905770277289]","[108.3507500436976]","[0.12822490253470997]","[-2143332593]","[0.6197825821167036]","[0.020791635242077926]","[0.5990061234915406]","[103.68962806369862]","[0.8539404562683556]","[0.03957081144526198]","[1.3162836061681529]","[0.12948137436301277]","[0.10081539154106073]","[0.12819140783726976]","[15.867658448881608]","[0.023161555393616293]","[0.03887254992883559]","[0.02085584890422143]"
70,70,0.43422972583867386,0.5084132252961333,0.01,0.01825776558858351,0.016315510677003164,0.017504836655462794,0.015115486467259003,0.07135721831691216,0.06386683411087184,1,45,"[0.0553306342780027]","[7.4133589148269365]","[0.015115486467259003]","[0.07135721831691216]","[9.880596120326889]","[1]","[0.017749112491968422]","[0.014791749720907132]","[6.70798264666167]","[61.770318558827945]","[0.06381130614134634]","[194591676]","[0.43422972583867386]","[0.01825776558858351]","[0.5084132252961333]","[50.65097552473707]","[0.01]","[0.016021472413931592]","[1.3872216419692376]","[0.07141049629381091]","[0.08396806143372879]","[0.06386683411087184]","[7.7257193351300755]","[0.017504836655462794]","[0.016315510677003164]","[0.01789493456872493]"
70,70,0.2135081770153087,0.5613326745478526,0.01,0.030464564433353394,0.02126909530189515,0.025193307690798458,0.014587614100070444,0.08052882656743722,0.09820483975761397,1,32,"[0.15324675324675324]","[12.201654995777321]","[0.014587614100070444]","[0.08052882656743722]","[8.88623930322978]","[1]","[0.025664817376900073]","[0.0145367772853493]","[4.917913854353568]","[58.53996752613283]","[0.09821874806306141]","[-2112995225]","[0.2135081770153087]","[0.030464564433353394]","[0.5613326745478526]","[65.5323042103489]","[0.01]","[0.02044091992817787]","[1.4366654484387307]","[0.08027134157040217]","[0.23675502305627755]","[0.09820483975761397]","[7.6703915456064005]","[0.025193307690798458]","[0.02126909530189515]","[0.03043961301541298]"
70,70,1.0,0.47886202521984417,0.7111526001402049,0.015012815325835654,0.019807265853324724,0.013268992898021238,0.025837848256058303,0.15661727668008787,0.11138264511212494,1,47,"[0.06840513983371126]","[8.283199345271408]","[0.025837848256058303]","[0.15661727668008787]","[6.81670597181254]","[1]","[0.013298114804790151]","[0.026050544938620135]","[11.311510913611537]","[107.00102711436747]","[0.11098667765219994]","[-58428372]","[1.0]","[0.015012815325835654]","[0.47886202521984417]","[80.30086964671693]","[0.7111526001402049]","[0.02034563713655868]","[1.4308387857515337]","[0.15663296304885277]","[0.06885298681770695]","[0.11138264511212494]","[10.18344464739036]","[0.013268992898021238]","[0.019807265853324724]","[0.014461002429044134]"
70,70,1.0,0.01,0.3653707100331815,0.01435531026805497,0.027770555139180867,0.014748247435924053,0.03619490795574788,0.11921190696581081,0.10420122319013883,1,61,"[0.05199781061850027]","[7.374748609728765]","[0.03619490795574788]","[0.11921190696581081]","[8.012875646312636]","[1]","[0.014557273262698178]","[0.036495219247701494]","[17.841355888261027]","[91.80746007643553]","[0.10431289598534632]","[937436778]","[1.0]","[0.01435531026805497]","[0.01]","[76.34886761426118]","[0.3653707100331815]","[0.028376159995346928]","[1.8208595080066488]","[0.11920389901124673]","[0.06594766609324654]","[0.10420122319013883]","[14.765766536884211]","[0.014748247435924053]","[0.027770555139180867]","[0.014593996164228296]"
70,70,0.27371849514684116,0.7187074865929444,0.01,0.02525143824112676,0.025508937712243225,0.01504581803472365,0.007403859100863901,0.06041490907667196,0.04640697769833693,1,67,"[0.17410714285714285]","[8.68711003518734]","[0.007403859100863901]","[0.06041490907667196]","[5.258116396504037]","[1]","[0.015534085137470788]","[0.008057996997125727]","[3.186957203698362]","[46.02331773607844]","[0.04676216762643537]","[-2125246550]","[0.27371849514684116]","[0.02525143824112676]","[0.7187074865929444]","[30.94359924761447]","[0.01]","[0.025009350436467237]","[1.3945793822088888]","[0.060578495747205974]","[0.22646294089811517]","[0.04640697769833693]","[8.30091039793387]","[0.01504581803472365]","[0.025508937712243225]","[0.0252726482026695]"
